series_id,year,period,value,footnote_codes,state_fips,county_fips,measure_code,county_name,date,metric,value_lag_1m,value_lag_1y,mom_change,yoy_change
LAUCN260930000000005,1994,M09,66571,"",26,093,05,Livingston,1994-09-01,employed_count,65707,64225,864,2346
LAUCN260930000000005,1994,M10,67998,"",26,093,05,Livingston,1994-10-01,employed_count,66571,65690,1427,2308
LAUCN260930000000005,1994,M11,67834,"",26,093,05,Livingston,1994-11-01,employed_count,67998,65503,-164,2331
LAUCN260930000000005,1994,M12,67849,"",26,093,05,Livingston,1994-12-01,employed_count,67834,65249,15,2600
LAUCN260930000000005,1995,M01,66767,"",26,093,05,Livingston,1995-01-01,employed_count,67849,65565,-1082,1202
LAUCN260930000000005,1995,M02,67806,"",26,093,05,Livingston,1995-02-01,employed_count,66767,66244,1039,1562
LAUCN260930000000005,1995,M03,67961,"",26,093,05,Livingston,1995-03-01,employed_count,67806,65759,155,2202
LAUCN260930000000005,1995,M04,67681,"",26,093,05,Livingston,1995-04-01,employed_count,67961,65909,-280,1772
LAUCN260930000000005,1995,M05,66570,"",26,093,05,Livingston,1995-05-01,employed_count,67681,65261,-1111,1309
LAUCN260930000000005,1995,M06,67307,"",26,093,05,Livingston,1995-06-01,employed_count,66570,65724,737,1583
LAUCN260930000000005,1995,M07,68579,"",26,093,05,Livingston,1995-07-01,employed_count,67307,65660,1272,2919
LAUCN260930000000005,1995,M08,67812,"",26,093,05,Livingston,1995-08-01,employed_count,68579,65707,-767,2105
LAUCN260930000000005,1995,M09,68480,"",26,093,05,Livingston,1995-09-01,employed_count,67812,66571,668,1909
LAUCN260930000000005,1995,M10,69427,"",26,093,05,Livingston,1995-10-01,employed_count,68480,67998,947,1429
LAUCN260930000000005,1995,M11,68851,"",26,093,05,Livingston,1995-11-01,employed_count,69427,67834,-576,1017
LAUCN260930000000005,1995,M12,68925,"",26,093,05,Livingston,1995-12-01,employed_count,68851,67849,74,1076
LAUCN260930000000005,1996,M01,68159,"",26,093,05,Livingston,1996-01-01,employed_count,68925,66767,-766,1392
LAUCN260930000000005,1996,M02,70362,"",26,093,05,Livingston,1996-02-01,employed_count,68159,67806,2203,2556
LAUCN260930000000005,1996,M03,71548,"",26,093,05,Livingston,1996-03-01,employed_count,70362,67961,1186,3587
LAUCN260930000000005,1996,M04,70489,"",26,093,05,Livingston,1996-04-01,employed_count,71548,67681,-1059,2808
LAUCN260930000000005,1996,M05,69631,"",26,093,05,Livingston,1996-05-01,employed_count,70489,66570,-858,3061
LAUCN260930000000005,1996,M06,70590,"",26,093,05,Livingston,1996-06-01,employed_count,69631,67307,959,3283
LAUCN260930000000005,1996,M07,70977,"",26,093,05,Livingston,1996-07-01,employed_count,70590,68579,387,2398
LAUCN260930000000005,1996,M08,70339,"",26,093,05,Livingston,1996-08-01,employed_count,70977,67812,-638,2527
LAUCN260930000000005,1996,M09,70813,"",26,093,05,Livingston,1996-09-01,employed_count,70339,68480,474,2333
LAUCN260930000000005,1996,M10,71577,"",26,093,05,Livingston,1996-10-01,employed_count,70813,69427,764,2150
LAUCN260930000000005,1996,M11,71554,"",26,093,05,Livingston,1996-11-01,employed_count,71577,68851,-23,2703
LAUCN260930000000005,1996,M12,71358,"",26,093,05,Livingston,1996-12-01,employed_count,71554,68925,-196,2433
LAUCN260930000000005,1997,M01,70453,"",26,093,05,Livingston,1997-01-01,employed_count,71358,68159,-905,2294
LAUCN260930000000005,1997,M02,71111,"",26,093,05,Livingston,1997-02-01,employed_count,70453,70362,658,749
LAUCN260930000000005,1997,M03,71451,"",26,093,05,Livingston,1997-03-01,employed_count,71111,71548,340,-97
LAUCN260930000000005,1997,M04,71420,"",26,093,05,Livingston,1997-04-01,employed_count,71451,70489,-31,931
LAUCN260930000000005,1997,M05,71227,"",26,093,05,Livingston,1997-05-01,employed_count,71420,69631,-193,1596
LAUCN260930000000005,1997,M06,71686,"",26,093,05,Livingston,1997-06-01,employed_count,71227,70590,459,1096
LAUCN260930000000005,1997,M07,72362,"",26,093,05,Livingston,1997-07-01,employed_count,71686,70977,676,1385
LAUCN260930000000005,1997,M08,72400,"",26,093,05,Livingston,1997-08-01,employed_count,72362,70339,38,2061
LAUCN260930000000005,1997,M09,73392,"",26,093,05,Livingston,1997-09-01,employed_count,72400,70813,992,2579
LAUCN260930000000005,1997,M10,73849,"",26,093,05,Livingston,1997-10-01,employed_count,73392,71577,457,2272
LAUCN260930000000005,1997,M11,74442,"",26,093,05,Livingston,1997-11-01,employed_count,73849,71554,593,2888
LAUCN260930000000005,1997,M12,74136,"",26,093,05,Livingston,1997-12-01,employed_count,74442,71358,-306,2778
LAUCN260930000000005,1998,M01,73458,"",26,093,05,Livingston,1998-01-01,employed_count,74136,70453,-678,3005
LAUCN260930000000005,1998,M02,74356,"",26,093,05,Livingston,1998-02-01,employed_count,73458,71111,898,3245
LAUCN260930000000005,1998,M03,74906,"",26,093,05,Livingston,1998-03-01,employed_count,74356,71451,550,3455
LAUCN260930000000005,1998,M04,74710,"",26,093,05,Livingston,1998-04-01,employed_count,74906,71420,-196,3290
LAUCN260930000000005,1998,M05,74577,"",26,093,05,Livingston,1998-05-01,employed_count,74710,71227,-133,3350
LAUCN260930000000005,1998,M06,74741,"",26,093,05,Livingston,1998-06-01,employed_count,74577,71686,164,3055
LAUCN260930000000005,1998,M07,73343,"",26,093,05,Livingston,1998-07-01,employed_count,74741,72362,-1398,981
LAUCN260930000000005,1998,M08,75494,"",26,093,05,Livingston,1998-08-01,employed_count,73343,72400,2151,3094
LAUCN260930000000005,1998,M09,76239,"",26,093,05,Livingston,1998-09-01,employed_count,75494,73392,745,2847
LAUCN260930000000005,1998,M10,77225,"",26,093,05,Livingston,1998-10-01,employed_count,76239,73849,986,3376
LAUCN260930000000005,1998,M11,77499,"",26,093,05,Livingston,1998-11-01,employed_count,77225,74442,274,3057
LAUCN260930000000005,1998,M12,77427,"",26,093,05,Livingston,1998-12-01,employed_count,77499,74136,-72,3291
LAUCN260930000000005,1999,M01,77086,"",26,093,05,Livingston,1999-01-01,employed_count,77427,73458,-341,3628
LAUCN260930000000005,1999,M02,78060,"",26,093,05,Livingston,1999-02-01,employed_count,77086,74356,974,3704
LAUCN260930000000005,1999,M03,78726,"",26,093,05,Livingston,1999-03-01,employed_count,78060,74906,666,3820
LAUCN260930000000005,1999,M04,78936,"",26,093,05,Livingston,1999-04-01,employed_count,78726,74710,210,4226
LAUCN260930000000005,1999,M05,78881,"",26,093,05,Livingston,1999-05-01,employed_count,78936,74577,-55,4304
LAUCN260930000000005,1999,M06,79031,"",26,093,05,Livingston,1999-06-01,employed_count,78881,74741,150,4290
LAUCN260930000000005,1999,M07,79925,"",26,093,05,Livingston,1999-07-01,employed_count,79031,73343,894,6582
LAUCN260930000000005,1999,M08,78957,"",26,093,05,Livingston,1999-08-01,employed_count,79925,75494,-968,3463
LAUCN260930000000005,1999,M09,78776,"",26,093,05,Livingston,1999-09-01,employed_count,78957,76239,-181,2537
LAUCN260930000000005,1999,M10,80258,"",26,093,05,Livingston,1999-10-01,employed_count,78776,77225,1482,3033
LAUCN260930000000005,1999,M11,80294,"",26,093,05,Livingston,1999-11-01,employed_count,80258,77499,36,2795
LAUCN260930000000005,1999,M12,80120,"",26,093,05,Livingston,1999-12-01,employed_count,80294,77427,-174,2693
LAUCN260930000000005,2000,M01,87728,"",26,093,05,Livingston,2000-01-01,employed_count,80120,77086,7608,10642
LAUCN260930000000005,2000,M02,87640,"",26,093,05,Livingston,2000-02-01,employed_count,87728,78060,-88,9580
LAUCN260930000000005,2000,M03,87578,"",26,093,05,Livingston,2000-03-01,employed_count,87640,78726,-62,8852
LAUCN260930000000005,2000,M04,87477,"",26,093,05,Livingston,2000-04-01,employed_count,87578,78936,-101,8541
LAUCN260930000000005,2000,M05,87334,"",26,093,05,Livingston,2000-05-01,employed_count,87477,78881,-143,8453
LAUCN260930000000005,2000,M06,88502,"",26,093,05,Livingston,2000-06-01,employed_count,87334,79031,1168,9471
LAUCN260930000000005,2000,M07,88240,"",26,093,05,Livingston,2000-07-01,employed_count,88502,79925,-262,8315
LAUCN260930000000005,2000,M08,88480,"",26,093,05,Livingston,2000-08-01,employed_count,88240,78957,240,9523
LAUCN260930000000005,2000,M09,87375,"",26,093,05,Livingston,2000-09-01,employed_count,88480,78776,-1105,8599
LAUCN260930000000005,2000,M10,87185,"",26,093,05,Livingston,2000-10-01,employed_count,87375,80258,-190,6927
LAUCN260930000000005,2000,M11,86788,"",26,093,05,Livingston,2000-11-01,employed_count,87185,80294,-397,6494
LAUCN260930000000005,2000,M12,86831,"",26,093,05,Livingston,2000-12-01,employed_count,86788,80120,43,6711
LAUCN260930000000005,2001,M01,87267,"",26,093,05,Livingston,2001-01-01,employed_count,86831,87728,436,-461
LAUCN260930000000005,2001,M02,87252,"",26,093,05,Livingston,2001-02-01,employed_count,87267,87640,-15,-388
LAUCN260930000000005,2001,M03,87314,"",26,093,05,Livingston,2001-03-01,employed_count,87252,87578,62,-264
LAUCN260930000000005,2001,M04,86083,"",26,093,05,Livingston,2001-04-01,employed_count,87314,87477,-1231,-1394
LAUCN260930000000005,2001,M05,86162,"",26,093,05,Livingston,2001-05-01,employed_count,86083,87334,79,-1172
LAUCN260930000000005,2001,M06,86696,"",26,093,05,Livingston,2001-06-01,employed_count,86162,88502,534,-1806
LAUCN260930000000005,2001,M07,87037,"",26,093,05,Livingston,2001-07-01,employed_count,86696,88240,341,-1203
LAUCN260930000000005,2001,M08,86485,"",26,093,05,Livingston,2001-08-01,employed_count,87037,88480,-552,-1995
LAUCN260930000000005,2001,M09,86091,"",26,093,05,Livingston,2001-09-01,employed_count,86485,87375,-394,-1284
LAUCN260930000000005,2001,M10,85937,"",26,093,05,Livingston,2001-10-01,employed_count,86091,87185,-154,-1248
LAUCN260930000000005,2001,M11,85365,"",26,093,05,Livingston,2001-11-01,employed_count,85937,86788,-572,-1423
LAUCN260930000000005,2001,M12,85440,"",26,093,05,Livingston,2001-12-01,employed_count,85365,86831,75,-1391
LAUCN260930000000005,2002,M01,85500,"",26,093,05,Livingston,2002-01-01,employed_count,85440,87267,60,-1767
LAUCN260930000000005,2002,M02,85932,"",26,093,05,Livingston,2002-02-01,employed_count,85500,87252,432,-1320
LAUCN260930000000005,2002,M03,85703,"",26,093,05,Livingston,2002-03-01,employed_count,85932,87314,-229,-1611
LAUCN260930000000005,2002,M04,85681,"",26,093,05,Livingston,2002-04-01,employed_count,85703,86083,-22,-402
LAUCN260930000000005,2002,M05,86208,"",26,093,05,Livingston,2002-05-01,employed_count,85681,86162,527,46
LAUCN260930000000005,2002,M06,86518,"",26,093,05,Livingston,2002-06-01,employed_count,86208,86696,310,-178
LAUCN260930000000005,2002,M07,86709,"",26,093,05,Livingston,2002-07-01,employed_count,86518,87037,191,-328
LAUCN260930000000005,2002,M08,87475,"",26,093,05,Livingston,2002-08-01,employed_count,86709,86485,766,990
LAUCN260930000000005,2002,M09,87497,"",26,093,05,Livingston,2002-09-01,employed_count,87475,86091,22,1406
LAUCN260930000000005,2002,M10,87557,"",26,093,05,Livingston,2002-10-01,employed_count,87497,85937,60,1620
LAUCN260930000000005,2002,M11,86842,"",26,093,05,Livingston,2002-11-01,employed_count,87557,85365,-715,1477
LAUCN260930000000005,2002,M12,86531,"",26,093,05,Livingston,2002-12-01,employed_count,86842,85440,-311,1091
LAUCN260930000000005,2003,M01,86694,"",26,093,05,Livingston,2003-01-01,employed_count,86531,85500,163,1194
LAUCN260930000000005,2003,M02,87072,"",26,093,05,Livingston,2003-02-01,employed_count,86694,85932,378,1140
LAUCN260930000000005,2003,M03,87006,"",26,093,05,Livingston,2003-03-01,employed_count,87072,85703,-66,1303
LAUCN260930000000005,2003,M04,86589,"",26,093,05,Livingston,2003-04-01,employed_count,87006,85681,-417,908
LAUCN260930000000005,2003,M05,86711,"",26,093,05,Livingston,2003-05-01,employed_count,86589,86208,122,503
LAUCN260930000000005,2003,M06,87367,"",26,093,05,Livingston,2003-06-01,employed_count,86711,86518,656,849
LAUCN260930000000005,2003,M07,87268,"",26,093,05,Livingston,2003-07-01,employed_count,87367,86709,-99,559
LAUCN260930000000005,2003,M08,87353,"",26,093,05,Livingston,2003-08-01,employed_count,87268,87475,85,-122
LAUCN260930000000005,2003,M09,86883,"",26,093,05,Livingston,2003-09-01,employed_count,87353,87497,-470,-614
LAUCN260930000000005,2003,M10,87315,"",26,093,05,Livingston,2003-10-01,employed_count,86883,87557,432,-242
LAUCN260930000000005,2003,M11,87328,"",26,093,05,Livingston,2003-11-01,employed_count,87315,86842,13,486
LAUCN260930000000005,2003,M12,86954,"",26,093,05,Livingston,2003-12-01,employed_count,87328,86531,-374,423
LAUCN260930000000005,2004,M01,87255,"",26,093,05,Livingston,2004-01-01,employed_count,86954,86694,301,561
LAUCN260930000000005,2004,M02,87616,"",26,093,05,Livingston,2004-02-01,employed_count,87255,87072,361,544
LAUCN260930000000005,2004,M03,87512,"",26,093,05,Livingston,2004-03-01,employed_count,87616,87006,-104,506
LAUCN260930000000005,2004,M04,87171,"",26,093,05,Livingston,2004-04-01,employed_count,87512,86589,-341,582
LAUCN260930000000005,2004,M05,87690,"",26,093,05,Livingston,2004-05-01,employed_count,87171,86711,519,979
LAUCN260930000000005,2004,M06,88217,"",26,093,05,Livingston,2004-06-01,employed_count,87690,87367,527,850
LAUCN260930000000005,2004,M07,88802,"",26,093,05,Livingston,2004-07-01,employed_count,88217,87268,585,1534
LAUCN260930000000005,2004,M08,89090,"",26,093,05,Livingston,2004-08-01,employed_count,88802,87353,288,1737
LAUCN260930000000005,2004,M09,88416,"",26,093,05,Livingston,2004-09-01,employed_count,89090,86883,-674,1533
LAUCN260930000000005,2004,M10,89245,"",26,093,05,Livingston,2004-10-01,employed_count,88416,87315,829,1930
LAUCN260930000000005,2004,M11,88667,"",26,093,05,Livingston,2004-11-01,employed_count,89245,87328,-578,1339
LAUCN260930000000005,2004,M12,88396,"",26,093,05,Livingston,2004-12-01,employed_count,88667,86954,-271,1442
LAUCN260930000000005,2005,M01,87854,"",26,093,05,Livingston,2005-01-01,employed_count,88396,87255,-542,599
LAUCN260930000000005,2005,M02,87915,"",26,093,05,Livingston,2005-02-01,employed_count,87854,87616,61,299
LAUCN260930000000005,2005,M03,88159,"",26,093,05,Livingston,2005-03-01,employed_count,87915,87512,244,647
LAUCN260930000000005,2005,M04,88474,"",26,093,05,Livingston,2005-04-01,employed_count,88159,87171,315,1303
LAUCN260930000000005,2005,M05,89417,"",26,093,05,Livingston,2005-05-01,employed_count,88474,87690,943,1727
LAUCN260930000000005,2005,M06,90137,"",26,093,05,Livingston,2005-06-01,employed_count,89417,88217,720,1920
LAUCN260930000000005,2005,M07,90857,"",26,093,05,Livingston,2005-07-01,employed_count,90137,88802,720,2055
LAUCN260930000000005,2005,M08,91492,"",26,093,05,Livingston,2005-08-01,employed_count,90857,89090,635,2402
LAUCN260930000000005,2005,M09,90591,"",26,093,05,Livingston,2005-09-01,employed_count,91492,88416,-901,2175
LAUCN260930000000005,2005,M10,90449,"",26,093,05,Livingston,2005-10-01,employed_count,90591,89245,-142,1204
LAUCN260930000000005,2005,M11,89734,"",26,093,05,Livingston,2005-11-01,employed_count,90449,88667,-715,1067
LAUCN260930000000005,2005,M12,89376,"",26,093,05,Livingston,2005-12-01,employed_count,89734,88396,-358,980
LAUCN260930000000005,2006,M01,88381,"",26,093,05,Livingston,2006-01-01,employed_count,89376,87854,-995,527
LAUCN260930000000005,2006,M02,88424,"",26,093,05,Livingston,2006-02-01,employed_count,88381,87915,43,509
LAUCN260930000000005,2006,M03,88914,"",26,093,05,Livingston,2006-03-01,employed_count,88424,88159,490,755
LAUCN260930000000005,2006,M04,88710,"",26,093,05,Livingston,2006-04-01,employed_count,88914,88474,-204,236
LAUCN260930000000005,2006,M05,89489,"",26,093,05,Livingston,2006-05-01,employed_count,88710,89417,779,72
LAUCN260930000000005,2006,M06,89958,"",26,093,05,Livingston,2006-06-01,employed_count,89489,90137,469,-179
LAUCN260930000000005,2006,M07,90211,"",26,093,05,Livingston,2006-07-01,employed_count,89958,90857,253,-646
LAUCN260930000000005,2006,M08,90646,"",26,093,05,Livingston,2006-08-01,employed_count,90211,91492,435,-846
LAUCN260930000000005,2006,M09,90058,"",26,093,05,Livingston,2006-09-01,employed_count,90646,90591,-588,-533
LAUCN260930000000005,2006,M10,91036,"",26,093,05,Livingston,2006-10-01,employed_count,90058,90449,978,587
LAUCN260930000000005,2006,M11,90143,"",26,093,05,Livingston,2006-11-01,employed_count,91036,89734,-893,409
LAUCN260930000000005,2006,M12,89896,"",26,093,05,Livingston,2006-12-01,employed_count,90143,89376,-247,520
LAUCN260930000000005,2007,M01,88101,"",26,093,05,Livingston,2007-01-01,employed_count,89896,88381,-1795,-280
LAUCN260930000000005,2007,M02,88103,"",26,093,05,Livingston,2007-02-01,employed_count,88101,88424,2,-321
LAUCN260930000000005,2007,M03,88561,"",26,093,05,Livingston,2007-03-01,employed_count,88103,88914,458,-353
LAUCN260930000000005,2007,M04,87288,"",26,093,05,Livingston,2007-04-01,employed_count,88561,88710,-1273,-1422
LAUCN260930000000005,2007,M05,88089,"",26,093,05,Livingston,2007-05-01,employed_count,87288,89489,801,-1400
LAUCN260930000000005,2007,M06,88731,"",26,093,05,Livingston,2007-06-01,employed_count,88089,89958,642,-1227
LAUCN260930000000005,2007,M07,89322,"",26,093,05,Livingston,2007-07-01,employed_count,88731,90211,591,-889
LAUCN260930000000005,2007,M08,88501,"",26,093,05,Livingston,2007-08-01,employed_count,89322,90646,-821,-2145
LAUCN260930000000005,2007,M09,88119,"",26,093,05,Livingston,2007-09-01,employed_count,88501,90058,-382,-1939
LAUCN260930000000005,2007,M10,87895,"",26,093,05,Livingston,2007-10-01,employed_count,88119,91036,-224,-3141
LAUCN260930000000005,2007,M11,87843,"",26,093,05,Livingston,2007-11-01,employed_count,87895,90143,-52,-2300
LAUCN260930000000005,2007,M12,87097,"",26,093,05,Livingston,2007-12-01,employed_count,87843,89896,-746,-2799
LAUCN260930000000005,2008,M01,85837,"",26,093,05,Livingston,2008-01-01,employed_count,87097,88101,-1260,-2264
LAUCN260930000000005,2008,M02,85529,"",26,093,05,Livingston,2008-02-01,employed_count,85837,88103,-308,-2574
LAUCN260930000000005,2008,M03,85605,"",26,093,05,Livingston,2008-03-01,employed_count,85529,88561,76,-2956
LAUCN260930000000005,2008,M04,85075,"",26,093,05,Livingston,2008-04-01,employed_count,85605,87288,-530,-2213
LAUCN260930000000005,2008,M05,85463,"",26,093,05,Livingston,2008-05-01,employed_count,85075,88089,388,-2626
LAUCN260930000000005,2008,M06,85930,"",26,093,05,Livingston,2008-06-01,employed_count,85463,88731,467,-2801
LAUCN260930000000005,2008,M07,86343,"",26,093,05,Livingston,2008-07-01,employed_count,85930,89322,413,-2979
LAUCN260930000000005,2008,M08,86287,"",26,093,05,Livingston,2008-08-01,employed_count,86343,88501,-56,-2214
LAUCN260930000000005,2008,M09,85323,"",26,093,05,Livingston,2008-09-01,employed_count,86287,88119,-964,-2796
LAUCN260930000000005,2008,M10,84824,"",26,093,05,Livingston,2008-10-01,employed_count,85323,87895,-499,-3071
LAUCN260930000000005,2008,M11,83231,"",26,093,05,Livingston,2008-11-01,employed_count,84824,87843,-1593,-4612
LAUCN260930000000005,2008,M12,82042,"",26,093,05,Livingston,2008-12-01,employed_count,83231,87097,-1189,-5055
LAUCN260930000000005,2009,M01,79998,"",26,093,05,Livingston,2009-01-01,employed_count,82042,85837,-2044,-5839
LAUCN260930000000005,2009,M02,79485,"",26,093,05,Livingston,2009-02-01,employed_count,79998,85529,-513,-6044
LAUCN260930000000005,2009,M03,79336,"",26,093,05,Livingston,2009-03-01,employed_count,79485,85605,-149,-6269
LAUCN260930000000005,2009,M04,79128,"",26,093,05,Livingston,2009-04-01,employed_count,79336,85075,-208,-5947
LAUCN260930000000005,2009,M05,78867,"",26,093,05,Livingston,2009-05-01,employed_count,79128,85463,-261,-6596
LAUCN260930000000005,2009,M06,78933,"",26,093,05,Livingston,2009-06-01,employed_count,78867,85930,66,-6997
LAUCN260930000000005,2009,M07,79624,"",26,093,05,Livingston,2009-07-01,employed_count,78933,86343,691,-6719
LAUCN260930000000005,2009,M08,79755,"",26,093,05,Livingston,2009-08-01,employed_count,79624,86287,131,-6532
LAUCN260930000000005,2009,M09,78778,"",26,093,05,Livingston,2009-09-01,employed_count,79755,85323,-977,-6545
LAUCN260930000000005,2009,M10,78771,"",26,093,05,Livingston,2009-10-01,employed_count,78778,84824,-7,-6053
LAUCN260930000000005,2009,M11,78874,"",26,093,05,Livingston,2009-11-01,employed_count,78771,83231,103,-4357
LAUCN260930000000005,2009,M12,78483,"",26,093,05,Livingston,2009-12-01,employed_count,78874,82042,-391,-3559
LAUCN260930000000005,2010,M01,81231,"",26,093,05,Livingston,2010-01-01,employed_count,78483,79998,2748,1233
LAUCN260930000000005,2010,M02,81210,"",26,093,05,Livingston,2010-02-01,employed_count,81231,79485,-21,1725
LAUCN260930000000005,2010,M03,82181,"",26,093,05,Livingston,2010-03-01,employed_count,81210,79336,971,2845
LAUCN260930000000005,2010,M04,82506,"",26,093,05,Livingston,2010-04-01,employed_count,82181,79128,325,3378
LAUCN260930000000005,2010,M05,83101,"",26,093,05,Livingston,2010-05-01,employed_count,82506,78867,595,4234
